0,1
他聽到爸爸說我做完一件事很得意,他聽到爸爸說我做完一件什麼很得意
他聽到哥哥說我跟校長一起照相很神氣,誰聽到哥哥說我跟校長一起照相很神氣
他聽到哥哥說我跟校長一起照相很神氣,他聽到誰說我跟校長一起照相很神氣
他聽到哥哥說我跟校長一起照相很神氣,他聽到哥哥說誰跟校長一起照相很神氣
他聽到哥哥說我跟校長一起照相很神氣,他聽到哥哥說我跟誰一起照相很神氣
看來全家人都很開心,看來誰都很開心
小毛蟲真可愛,誰真可愛
爬到樹上吃葉子,爬到哪裡吃葉子
爬到樹上吃葉子,爬到樹上吃什麼
小毛蟲真可愛,誰真可愛
小毛蟲真可愛,誰真可愛
又吃又喝不偷懶快快長大變蝴蝶,又吃又喝不偷懶快快長大變什麼
變成蝴蝶飛呀飛快樂飛在花園中,變成什麼飛呀飛快樂飛在花園中
變成蝴蝶飛呀飛快樂飛在花園中,變成蝴蝶飛呀飛快樂飛在哪裡中
花園裡草綠了花開了,哪裡草綠了花開了
花園裡草綠了花開了,花園裡什麼綠了花開了
花園裡草綠了花開了,花園裡草綠了什麼開了
媽媽說天氣暖和了春天來了,誰說天氣暖和了春天來了
媽媽說天氣暖和了春天來了,媽媽說什麼暖和了春天來了
媽媽說天氣暖和了春天來了,媽媽說天氣暖和了何時來了
弟弟問媽媽春天在哪裡,誰問媽媽春天在哪裡
弟弟問媽媽春天在哪裡,弟弟問誰春天在哪裡
弟弟問媽媽春天在哪裡,弟弟問媽媽何時在哪裡
媽媽說大地開滿了花就是春天來了,誰說大地開滿了花就是春天來了
媽媽說大地開滿了花就是春天來了,媽媽說什麼開滿了花就是春天來了
媽媽說大地開滿了花就是春天來了,媽媽說大地開滿了什麼就是春天來了
媽媽說大地開滿了花就是春天來了,媽媽說大地開滿了花就是何時來了
弟弟又問春天是怎麼來的是坐車來的還是走來的,誰又問春天是怎麼來的是坐車來的還是走來的
弟弟又問春天是怎麼來的是坐車來的還是走來的,弟弟又問何時是怎麼來的是坐車來的還是走來的
媽媽笑著對弟弟說春天不坐車也不走路只要花開了草綠了春天就來了,誰笑著對弟弟說春天不坐車也不走路只要花開了草綠了春天就來了
媽媽笑著對弟弟說春天不坐車也不走路只要花開了草綠了春天就來了,媽媽笑著對誰說春天不坐車也不走路只要花開了草綠了春天就來了
媽媽笑著對弟弟說春天不坐車也不走路只要花開了草綠了春天就來了,媽媽笑著對弟弟說何時不坐車也不走路只要花開了草綠了春天就來了
媽媽笑著對弟弟說春天不坐車也不走路只要花開了草綠了春天就來了,媽媽笑著對弟弟說春天不坐車也不走路只要花開了什麼綠了春天就來了
媽媽笑著對弟弟說春天不坐車也不走路只要花開了草綠了春天就來了,媽媽笑著對弟弟說春天不坐車也不走路只要花開了草綠了何時就來了
有一隻愛唱歌的烏鴉唱得口渴了,有一隻愛唱歌的誰唱得口渴了
烏鴉正想找水喝的時候看見了一個水瓶他很高興,誰正想找水喝的時候看見了一個水瓶他很高興
烏鴉正想找水喝的時候看見了一個水瓶他很高興,烏鴉正想找水喝的時候看見了一個什麼他很高興
烏鴉正想找水喝的時候看見了一個水瓶他很高興,烏鴉正想找水喝的時候看見了一個水瓶誰很高興
可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的水,可是再看看什麼裡只有一點點水瓶口又小他喝不到瓶裡的水
可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的水,可是再看看水瓶裡只有一點點什麼瓶口又小他喝不到瓶裡的水
可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的水,可是再看看水瓶裡只有一點點水什麼又小他喝不到瓶裡的水
可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的水,可是再看看水瓶裡只有一點點水瓶口又小誰喝不到瓶裡的水
可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的水,可是再看看水瓶裡只有一點點水瓶口又小他喝不到什麼裡的水
可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的水,可是再看看水瓶裡只有一點點水瓶口又小他喝不到瓶裡的什麼
小烏鴉想出了一個法子他把許多小石子放到水瓶裡,誰想出了一個法子他把許多小石子放到水瓶裡
小烏鴉想出了一個法子他把許多小石子放到水瓶裡,小烏鴉想出了一個什麼他把許多小石子放到水瓶裡
小烏鴉想出了一個法子他把許多小石子放到水瓶裡,小烏鴉想出了一個法子誰把許多小石子放到水瓶裡
小烏鴉想出了一個法子他把許多小石子放到水瓶裡,小烏鴉想出了一個法子他把許多什麼放到水瓶裡
小烏鴉想出了一個法子他把許多小石子放到水瓶裡,小烏鴉想出了一個法子他把許多小石子放到什麼裡
水瓶裡的水升高了烏鴉就喝到水了,什麼裡的水升高了烏鴉就喝到水了
水瓶裡的水升高了烏鴉就喝到水了,水瓶裡的什麼升高了烏鴉就喝到水了
水瓶裡的水升高了烏鴉就喝到水了,水瓶裡的水升高了誰就喝到水了
水瓶裡的水升高了烏鴉就喝到水了,水瓶裡的水升高了烏鴉就喝到什麼了
有一天爸爸對我們,有一天誰對我們
有一天爸爸對我們,有一天爸爸對誰
說種樹很重要我們一起來種樹吧,說種什麼很重要我們一起來種樹吧
說種樹很重要我們一起來種樹吧,說種樹很重要誰一起來種樹吧
爸爸種的是松樹他說松樹不怕風雨活得長,誰種的是松樹他說松樹不怕風雨活得長
爸爸種的是松樹他說松樹不怕風雨活得長,爸爸種的是什麼他說松樹不怕風雨活得長
爸爸種的是松樹他說松樹不怕風雨活得長,爸爸種的是松樹誰說松樹不怕風雨活得長
爸爸種的是松樹他說松樹不怕風雨活得長,爸爸種的是松樹他說什麼不怕風雨活得長
爸爸種的是松樹他說松樹不怕風雨活得長,爸爸種的是松樹他說松樹不怕什麼活得長
我種了山茶花山茶花很好看,誰種了山茶花山茶花很好看
我種了山茶花山茶花很好看,我種了什麼山茶花很好看
我種了山茶花山茶花很好看,我種了山茶花什麼很好看
弟弟要種香蕉他說香蕉最好吃,誰要種香蕉他說香蕉最好吃
弟弟要種香蕉他說香蕉最好吃,弟弟要種什麼他說香蕉最好吃
弟弟要種香蕉他說香蕉最好吃,弟弟要種香蕉誰說香蕉最好吃
弟弟要種香蕉他說香蕉最好吃,弟弟要種香蕉他說什麼最好吃
媽媽說你們種樹我來澆水樹很快就會長得高又大,誰說你們種樹我來澆水樹很快就會長得高又大
媽媽說你們種樹我來澆水樹很快就會長得高又大,媽媽說誰種樹我來澆水樹很快就會長得高又大
媽媽說你們種樹我來澆水樹很快就會長得高又大,媽媽說你們種樹誰來澆水樹很快就會長得高又大
媽媽說你們種樹我來澆水樹很快就會長得高又大,媽媽說你們種樹我來澆水什麼很快就會長得高又大
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻誰找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊什麼他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊肉誰叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊肉他叼著這塊什麼飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵什麼上小烏鴉正要吃這塊肉時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上誰正要吃這塊肉時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊什麼時被樹下的狐狸看到了
有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的狐狸看到了,有一隻小烏鴉找到一塊肉他叼著這塊肉飛到一棵大樹上小烏鴉正要吃這塊肉時被樹下的誰看到了
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,誰也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊什麼就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊肉就對誰說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊肉就對烏鴉說誰聽說你的歌聲很好聽你可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說誰的歌聲很好聽你可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的什麼很好聽你可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽誰可以唱歌給我聽嗎
狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給我聽嗎,狐狸也想吃那塊肉就對烏鴉說烏鴉姑娘聽說你的歌聲很好聽你可以唱歌給誰聽嗎
烏鴉聽到狐狸說他的歌聲很好聽心裡很高興,誰聽到狐狸說他的歌聲很好聽心裡很高興
烏鴉聽到狐狸說他的歌聲很好聽心裡很高興,烏鴉聽到誰說他的歌聲很好聽心裡很高興
烏鴉聽到狐狸說他的歌聲很好聽心裡很高興,烏鴉聽到狐狸說誰的歌聲很好聽心裡很高興
烏鴉聽到狐狸說他的歌聲很好聽心裡很高興,烏鴉聽到狐狸說他的什麼很好聽心裡很高興
烏鴉聽到狐狸說他的歌聲很好聽心裡很高興,烏鴉聽到狐狸說他的歌聲很好聽哪裡很高興
就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的狐狸高興的叼著肉走了,就開口唱歌想不到一開口哪裡叼著的肉就掉到樹下了聰明的狐狸高興的叼著肉走了
就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的狐狸高興的叼著肉走了,就開口唱歌想不到一開口口裡叼著的什麼就掉到樹下了聰明的狐狸高興的叼著肉走了
就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的狐狸高興的叼著肉走了,就開口唱歌想不到一開口口裡叼著的肉就掉到什麼下了聰明的狐狸高興的叼著肉走了
就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的狐狸高興的叼著肉走了,就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的誰高興的叼著肉走了
就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的狐狸高興的叼著肉走了,就開口唱歌想不到一開口口裡叼著的肉就掉到樹下了聰明的狐狸高興的什麼走了
我是一隻小蝸牛,誰是一隻小蝸牛
我是一隻小蝸牛,我是一隻誰
我有一個可愛的家,誰有一個可愛的家
我有一個可愛的家,我有一個可愛的什麼
我的家小小的只有一個房間,誰的家小小的只有一個房間
我的家小小的只有一個房間,我的什麼小小的只有一個房間
我的家小小的只有一個房間,我的家小小的只有一個什麼
想請你進來坐坐可是沒地方,想請誰進來坐坐可是沒地方
想請你進來坐坐可是沒地方,想請你進來坐坐可是沒什麼
我每天辛苦的背著小房子走路,誰每天辛苦的背著小房子走路
我背著小房子爬樹,誰背著小房子爬樹
我背著小房子爬樹,我背著小房子爬什麼
我背著小房子找食obj,誰背著小房子找食obj
我背著小房子找食obj,我背著小房子找什麼
下雨了我也躲在我的小房子裡,下雨了誰也躲在我的小房子裡
下雨了我也躲在我的小房子裡,下雨了我也躲在誰的小房子裡
下雨了我也躲在我的小房子裡,下雨了我也躲在我的什麼裡
我一直和我的小房子在一起,誰一直和我的小房子在一起
我一直和我的小房子在一起,我一直和誰的小房子在一起
我天天背著我的家我愛我的家,誰天天背著我的家我愛我的家
我天天背著我的家我愛我的家,我天天背著誰的家我愛我的家
我天天背著我的家我愛我的家,我天天背著我的什麼我愛我的家
我天天背著我的家我愛我的家,我天天背著我的家誰愛我的家
我天天背著我的家我愛我的家,我天天背著我的家我愛誰的家
我天天背著我的家我愛我的家,我天天背著我的家我愛我的什麼
橋的這一頭有一隻白狗,什麼的這一頭有一隻白狗
橋的這一頭有一隻白狗,橋的這一頭有一隻什麼
橋的那一頭有一隻黑狗,誰的那一頭有一隻黑狗
橋的那一頭有一隻黑狗,橋的那一頭有一隻什麼
白狗要過橋黑狗也要過橋,誰要過橋黑狗也要過橋
白狗要過橋黑狗也要過橋,白狗要過橋誰也要過橋
白狗要過橋黑狗也要過橋,白狗要過橋黑狗也要哪裡
誰都不讓誰誰也不肯退後,誰都不讓誰誰也不肯退後
誰都不讓誰誰也不肯退後,誰都不讓誰誰也不肯退後
誰都不讓誰誰也不肯退後,誰都不讓誰誰也不肯退後
兩隻狗打起來都掉到河裡去了,兩隻誰打起來都掉到河裡去了
兩隻狗打起來都掉到河裡去了,兩隻狗打起來都掉到哪裡去了
橋的東邊有一隻白羊,什麼的東邊有一隻白羊
橋的東邊有一隻白羊,橋的東邊有一隻什麼
橋的西邊有一隻黑羊,什麼的西邊有一隻黑羊
橋的西邊有一隻黑羊,橋的西邊有一隻什麼
白羊要過橋黑羊也要過橋,誰要過橋黑羊也要過橋
白羊要過橋黑羊也要過橋,白羊要過什麼黑羊也要過橋
白羊要過橋黑羊也要過橋,白羊要過橋誰也要過橋
白羊要過橋黑羊也要過橋,白羊要過橋黑羊也要哪裡
兩隻羊走到橋中間白羊退回去讓黑羊先過橋,兩隻誰走到橋中間白羊退回去讓黑羊先過橋
兩隻羊走到橋中間白羊退回去讓黑羊先過橋,兩隻羊走到什麼中間白羊退回去讓黑羊先過橋
兩隻羊走到橋中間白羊退回去讓黑羊先過橋,兩隻羊走到橋中間誰退回去讓黑羊先過橋
兩隻羊走到橋中間白羊退回去讓黑羊先過橋,兩隻羊走到橋中間白羊退回去讓誰先過橋
兩隻羊走到橋中間白羊退回去讓黑羊先過橋,兩隻羊走到橋中間白羊退回去讓黑羊先過什麼
白羊等黑羊過了橋再走過去兩隻羊都過橋了,誰等黑羊過了橋再走過去兩隻羊都過橋了
白羊等黑羊過了橋再走過去兩隻羊都過橋了,白羊等誰過了橋再走過去兩隻羊都過橋了
白羊等黑羊過了橋再走過去兩隻羊都過橋了,白羊等黑羊過了什麼再走過去兩隻羊都過橋了
白羊等黑羊過了橋再走過去兩隻羊都過橋了,白羊等黑羊過了橋再走過去兩隻誰都過橋了
白羊等黑羊過了橋再走過去兩隻羊都過橋了,白羊等黑羊過了橋再走過去兩隻羊都過什麼了
放假了我們全家去曼谷玩在曼谷的叔叔開車來接我們,放假了誰全家去曼谷玩在曼谷的叔叔開車來接我們
放假了我們全家去曼谷玩在曼谷的叔叔開車來接我們,放假了我們誰去曼谷玩在曼谷的叔叔開車來接我們
放假了我們全家去曼谷玩在曼谷的叔叔開車來接我們,放假了我們全家去哪裡玩在曼谷的叔叔開車來接我們
放假了我們全家去曼谷玩在曼谷的叔叔開車來接我們,放假了我們全家去曼谷玩在哪裡的叔叔開車來接我們
放假了我們全家去曼谷玩在曼谷的叔叔開車來接我們,放假了我們全家去曼谷玩在曼谷的誰開車來接我們
放假了我們全家去曼谷玩在曼谷的叔叔開車來接我們,放假了我們全家去曼谷玩在曼谷的叔叔開車來接誰
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,誰看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,我看到哪裡有一種車只有三個輪子我好奇的問叔叔那是什麼車
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,我看到路上有一種什麼只有三個輪子我好奇的問叔叔那是什麼車
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,我看到路上有一種車只有三個什麼我好奇的問叔叔那是什麼車
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,我看到路上有一種車只有三個輪子誰好奇的問叔叔那是什麼車
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,我看到路上有一種車只有三個輪子我好奇的問誰那是什麼車
我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼車,我看到路上有一種車只有三個輪子我好奇的問叔叔那是什麼什麼
叔叔說那是嘟嘟車,誰說那是嘟嘟車
叔叔說那是嘟嘟車,叔叔說那是什麼
我又問誰可以坐嘟嘟車啊,誰又問誰可以坐嘟嘟車啊
我又問誰可以坐嘟嘟車啊,我又問誰可以坐什麼啊
叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了,誰笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了
叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了,叔叔笑著說如果誰沒開車來接你們你們就可以坐嘟嘟車來我家了
叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了,叔叔笑著說如果我沒開車來接誰你們就可以坐嘟嘟車來我家了
叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了,叔叔笑著說如果我沒開車來接你們誰就可以坐嘟嘟車來我家了
叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了,叔叔笑著說如果我沒開車來接你們你們就可以坐什麼來我家了
叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來我家了,叔叔笑著說如果我沒開車來接你們你們就可以坐嘟嘟車來什麼了
